college02,race,parentrelations,urbanrural,marijuana_anydrug,married02,homelessness,num_weight,sex,height_total_inches,depression,godhasnothingtodo,askgod,faminjail,victim,cocaine,hhsize97,age,experience02,foodstamp,numberofarrestsby2002,convictedby2002,y_arrestedafter2002,nshot_summary_text
"not enrolled, no high school degree, no GED",hispanic,"biological mother, marital status unknown",urban,marijuana_anydrug,"never married, not cohabiting",False,250,male,82,none of the time,False,False,False,False,False,4,18,0,False,2,True,True,"current education status is not enrolled, no high school degree, no GED, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 250, and sex is male, and height in inches is 82, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 4, and age is 18, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is True"
"not enrolled, high school degree",hispanic,both biological parents,urban,marijuana_anydrug,"never married, not cohabiting",False,162,male,73,some of the time,True,False,False,False,False,5,22,2,False,1,False,False,"current education status is not enrolled, high school degree, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 162, and sex is male, and height in inches is 73, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 22, and number of jobs held in past year is 2, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, GED",hispanic,"biological mother, marital status unknown",urban,,"never married, not cohabiting",False,155,female,64,none of the time,False,True,False,False,False,2,19,1,False,2,False,False,"current education status is not enrolled, GED, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is nan, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 155, and sex is female, and height in inches is 64, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 2, and age is 19, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is False"
enrolled in a 2-year college,hispanic,both biological parents,urban,,"never married, not cohabiting",False,224,male,70,none of the time,True,True,False,False,False,9,19,1,False,1,False,False,"current education status is enrolled in a 2-year college, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is nan, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 224, and sex is male, and height in inches is 70, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is True, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 9, and age is 19, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, no high school degree, no GED",hispanic,both biological parents,urban,,"never married, not cohabiting",False,130,female,63,none of the time,False,True,False,False,False,9,18,1,False,1,False,False,"current education status is not enrolled, no high school degree, no GED, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is nan, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 130, and sex is female, and height in inches is 63, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 9, and age is 18, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"enrolled in grades 1-12, not a high school graduate",hispanic,"biological mother, marital status unknown",urban,marijuana_anydrug,"never married, not cohabiting",False,300,male,74,most of the time,False,False,True,True,False,4,18,0,False,2,False,True,"current education status is enrolled in grades 1-12, not a high school graduate, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 300, and sex is male, and height in inches is 74, and monthly frequency of severe depression is most of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is True, and victim of violent crime past 5 years is True, and used cocaine past 3 years is False, and household size  as teen is 4, and age is 18, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is False"
"not enrolled, no high school degree, no GED",white,Unknown,Unknown,marijuana_anydrug,"never married, not cohabiting",False,122,female,65,most of the time,False,True,True,True,False,5,20,1,False,4,True,True,"current education status is not enrolled, no high school degree, no GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 122, and sex is female, and height in inches is 65, and monthly frequency of severe depression is most of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is True, and victim of violent crime past 5 years is True, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 20, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 4, and number of previous convictions is True"
"enrolled in grades 1-12, not a high school graduate",white,both biological parents,urban,marijuana_anydrug,"never married, not cohabiting",False,156,male,74,some of the time,False,False,False,False,True,3,18,3,False,1,False,False,"current education status is enrolled in grades 1-12, not a high school graduate, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 156, and sex is male, and height in inches is 74, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 3, and age is 18, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, high school degree",white,"biological mother, other parent present",urban,marijuana_anydrug,"never married, cohabiting",False,105,female,63,none of the time,True,False,False,False,False,5,21,1,False,9,True,False,"current education status is not enrolled, high school degree, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 105, and sex is female, and height in inches is 63, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 21, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 9, and number of previous convictions is True"
"not enrolled, no high school degree, no GED",hispanic,"biological mother, marital status unknown",rural,marijuana,"never married, not cohabiting",False,162,male,66,none of the time,False,False,False,False,True,4,18,1,False,6,True,False,"current education status is not enrolled, no high school degree, no GED, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is rural, and used any drug except cocaine past 3 years is marijuana, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 162, and sex is male, and height in inches is 66, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 18, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 6, and number of previous convictions is True"
"not enrolled, high school degree",asian or pacific islander,"biological mother, marital status unknown",urban,marijuana_anydrug,"never married, not cohabiting",False,130,male,68,none of the time,True,False,False,False,True,3,18,1,False,1,True,True,"current education status is not enrolled, high school degree, and race is asian or pacific islander, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 130, and sex is male, and height in inches is 68, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 3, and age is 18, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
enrolled in a 4-year college,white,both biological parents,urban,,"never married, not cohabiting",False,180,male,70,none of the time,False,False,False,False,False,4,21,1,False,1,False,False,"current education status is enrolled in a 4-year college, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is nan, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 180, and sex is male, and height in inches is 70, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 4, and age is 21, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, no high school degree, no GED",hispanic,both biological parents,urban,marijuana_anydrug,"never married, not cohabiting",False,212,male,68,some of the time,True,False,False,True,True,4,21,1,False,1,False,False,"current education status is not enrolled, no high school degree, no GED, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 212, and sex is male, and height in inches is 68, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is True, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 21, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
enrolled in a 2-year college,white,"biological mother, marital status unknown",urban,marijuana_anydrug,"never married, not cohabiting",False,120,female,64,none of the time,False,True,False,False,False,5,19,3,False,1,False,False,"current education status is enrolled in a 2-year college, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 120, and sex is female, and height in inches is 64, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 19, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, GED",white,"biological dad, marital status unknown",urban,marijuana_anydrug,"never married, not cohabiting",False,187,male,67,some of the time,True,False,False,False,True,4,19,1,False,2,True,False,"current education status is not enrolled, GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 187, and sex is male, and height in inches is 67, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 19, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is True"
"enrolled in grades 1-12, not a high school graduate",white,both biological parents,urban,marijuana_anydrug,"never married, not cohabiting",False,140,male,69,none of the time,False,True,False,False,True,4,18,0,False,2,True,True,"current education status is enrolled in grades 1-12, not a high school graduate, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 140, and sex is male, and height in inches is 69, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 18, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is True"
enrolled in a 2-year college,white,both biological parents,urban,marijuana_anydrug,"never married, cohabiting",False,110,female,61,some of the time,True,False,False,False,True,4,20,3,False,1,True,False,"current education status is enrolled in a 2-year college, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 110, and sex is female, and height in inches is 61, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 20, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
"not enrolled, GED",white,"biological mother, marital status unknown",rural,marijuana_anydrug,"never married, not cohabiting",False,144,male,71,some of the time,False,True,True,False,True,4,21,3,False,3,True,True,"current education status is not enrolled, GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is rural, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 144, and sex is male, and height in inches is 71, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is True, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 21, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 3, and number of previous convictions is True"
"not enrolled, high school degree",mixed-race,adoptive parent(s),rural,marijuana_anydrug,"never married, not cohabiting",False,162,female,66,none of the time,True,False,False,True,True,5,18,0,False,5,True,False,"current education status is not enrolled, high school degree, and race is mixed-race, and relationship at age 12 with parent figure(s) or guardian(s) is adoptive parent(s), and grew up at age 12 in area is rural, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 162, and sex is female, and height in inches is 66, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is True, and used cocaine past 3 years is True, and household size  as teen is 5, and age is 18, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 5, and number of previous convictions is True"
"not enrolled, 4-year college graduate",white,both biological parents,rural,marijuana_anydrug,"never married, not cohabiting",False,130,female,65,none of the time,False,False,False,False,False,5,22,3,False,1,True,False,"current education status is not enrolled, 4-year college graduate, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is rural, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 130, and sex is female, and height in inches is 65, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 22, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
"not enrolled, some college",white,"biological mother, marital status unknown",rural,marijuana_anydrug,"never married, not cohabiting",False,135,female,66,some of the time,False,False,True,False,True,2,19,3,False,2,False,False,"current education status is not enrolled, some college, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is rural, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 135, and sex is female, and height in inches is 66, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is True, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 2, and age is 19, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is False"
"not enrolled, no high school degree, no GED",white,anything else,rural,marijuana_anydrug,"never married, not cohabiting",True,162,male,70,some of the time,False,False,False,False,True,4,19,1,False,13,True,True,"current education status is not enrolled, no high school degree, no GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is anything else, and grew up at age 12 in area is rural, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is True, and weight in pounds is 162, and sex is male, and height in inches is 70, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 19, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 13, and number of previous convictions is True"
"not enrolled, high school degree",white,both biological parents,Unknown,marijuana_anydrug,"never married, not cohabiting",False,190,male,70,none of the time,True,False,False,False,True,5,20,0,False,1,True,False,"current education status is not enrolled, high school degree, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 190, and sex is male, and height in inches is 70, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 5, and age is 20, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
"not enrolled, high school degree",white,"biological mother, marital status unknown",Unknown,,"never married, not cohabiting",False,171,male,70,none of the time,False,True,False,True,False,9,21,1,False,1,True,True,"current education status is not enrolled, high school degree, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is nan, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 171, and sex is male, and height in inches is 70, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is True, and used cocaine past 3 years is False, and household size  as teen is 9, and age is 21, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
"not enrolled, high school degree",black,Unknown,Unknown,marijuana_anydrug,"never married, not cohabiting",False,237,male,73,some of the time,False,False,False,False,False,5,20,2,True,1,False,False,"current education status is not enrolled, high school degree, and race is black, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 237, and sex is male, and height in inches is 73, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 20, and number of jobs held in past year is 2, and used food stamps in past year is True, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, no high school degree, no GED",white,"biological mother, other parent present",urban,marijuana_anydrug,"never married, not cohabiting",True,160,male,70,most of the time,True,True,True,True,True,2,21,1,True,22,True,True,"current education status is not enrolled, no high school degree, no GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, other parent present, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is True, and weight in pounds is 160, and sex is male, and height in inches is 70, and monthly frequency of severe depression is most of the time, and believes God has nothing to do with me is True, and often asks God for help is True, and other adult family member in jail past 5 years is True, and victim of violent crime past 5 years is True, and used cocaine past 3 years is True, and household size  as teen is 2, and age is 21, and number of jobs held in past year is 1, and used food stamps in past year is True, and number of previous arrests is 22, and number of previous convictions is True"
"not enrolled, GED",white,"biological dad, marital status unknown",Unknown,,"never married, not cohabiting",False,145,male,73,most of the time,True,False,False,False,False,5,22,1,False,2,True,False,"current education status is not enrolled, GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is nan, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 145, and sex is male, and height in inches is 73, and monthly frequency of severe depression is most of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 22, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is True"
"not enrolled, 4-year college graduate",asian or pacific islander,"biological mother, marital status unknown",urban,marijuana_anydrug,"never married, not cohabiting",False,187,male,70,none of the time,False,True,False,False,False,3,22,3,False,1,False,False,"current education status is not enrolled, 4-year college graduate, and race is asian or pacific islander, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 187, and sex is male, and height in inches is 70, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 3, and age is 22, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
enrolled in a 2-year college,white,"biological mother, marital status unknown",Unknown,marijuana_anydrug,"never married, not cohabiting",True,272,female,64,most of the time,True,False,False,True,True,5,21,1,True,2,True,False,"current education status is enrolled in a 2-year college, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is True, and weight in pounds is 272, and sex is female, and height in inches is 64, and monthly frequency of severe depression is most of the time, and believes God has nothing to do with me is True, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is True, and used cocaine past 3 years is True, and household size  as teen is 5, and age is 21, and number of jobs held in past year is 1, and used food stamps in past year is True, and number of previous arrests is 2, and number of previous convictions is True"
"not enrolled, no high school degree, no GED",asian or pacific islander,Unknown,Unknown,marijuana_anydrug,"never married, not cohabiting",False,140,male,67,none of the time,False,True,False,False,True,5,22,0,False,2,True,False,"current education status is not enrolled, no high school degree, no GED, and race is asian or pacific islander, and relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 140, and sex is male, and height in inches is 67, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 5, and age is 22, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 2, and number of previous convictions is True"
"not enrolled, GED",white,both biological parents,urban,marijuana_anydrug,"never married, cohabiting",False,237,male,71,none of the time,False,True,False,False,True,4,22,1,False,1,True,False,"current education status is not enrolled, GED, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 237, and sex is male, and height in inches is 71, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 4, and age is 22, and number of jobs held in past year is 1, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
"not enrolled, GED",hispanic,"biological mother, marital status unknown",urban,marijuana_anydrug,"never married, cohabiting",False,130,female,59,none of the time,True,True,False,False,False,5,21,0,False,1,False,False,"current education status is not enrolled, GED, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 130, and sex is female, and height in inches is 59, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is True, and often asks God for help is True, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 21, and number of jobs held in past year is 0, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, high school degree",white,"other adults, biological parent status unknown, not group quarters",urban,marijuana_anydrug,"never married, not cohabiting",False,160,male,74,some of the time,False,False,False,False,False,5,19,2,False,1,False,True,"current education status is not enrolled, high school degree, and race is white, and relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and grew up at age 12 in area is urban, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 160, and sex is male, and height in inches is 74, and monthly frequency of severe depression is some of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is False, and household size  as teen is 5, and age is 19, and number of jobs held in past year is 2, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is False"
"not enrolled, high school degree",hispanic,"biological mother, marital status unknown",Unknown,marijuana_anydrug,"never married, not cohabiting",False,230,male,71,none of the time,False,False,False,False,True,5,19,3,False,1,True,False,"current education status is not enrolled, high school degree, and race is hispanic, and relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and grew up at age 12 in area is Unknown, and used any drug except cocaine past 3 years is marijuana_anydrug, and current marriage status is never married, not cohabiting, and homeless for 2 or more nights in past 5 years is False, and weight in pounds is 230, and sex is male, and height in inches is 71, and monthly frequency of severe depression is none of the time, and believes God has nothing to do with me is False, and often asks God for help is False, and other adult family member in jail past 5 years is False, and victim of violent crime past 5 years is False, and used cocaine past 3 years is True, and household size  as teen is 5, and age is 19, and number of jobs held in past year is 3, and used food stamps in past year is False, and number of previous arrests is 1, and number of previous convictions is True"
