parentrelations,college02,urbanrural,married02,race,homelessness,numberofarrestsby2002,experience02,depression,num_weight,cocaine,godhasnothingtodo,height_total_inches,hhsize97,victim,foodstamp,faminjail,askgod,age,convictedby2002,sex,marijuana_anydrug,y_arrestedafter2002,nshot_summary_text
both biological parents,"not enrolled, no high school degree, no GED",urban,"never married, cohabiting","american indian, eskimo or aleut",False,2,2,most of the time,167,True,False,72,7,False,False,False,False,20,False,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is american indian, eskimo or aleut, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 2, and monthly frequency of severe depression is most of the time, and weight in pounds is 167, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 72, and household size  as teen is 7, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 20, and number of previous convictions is False, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
Unknown,"not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",black,False,1,0,some of the time,140,True,True,64,3,False,False,False,True,19,False,female,marijuana,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 140, and used cocaine past 3 years is True, and believes God has nothing to do with me is True, and height in inches is 64, and household size  as teen is 3, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 19, and number of previous convictions is False, and sex is female, and used any drug except cocaine past 3 years is marijuana"
"biological mother, marital status unknown",enrolled in a 4-year college,urban,"never married, not cohabiting",hispanic,False,1,5,some of the time,210,True,False,73,2,False,False,False,True,18,False,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 4-year college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 5, and monthly frequency of severe depression is some of the time, and weight in pounds is 210, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 73, and household size  as teen is 2, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 18, and number of previous convictions is False, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, GED",urban,"never married, cohabiting",white,False,1,2,none of the time,187,True,True,71,6,False,False,False,False,18,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 187, and used cocaine past 3 years is True, and believes God has nothing to do with me is True, and height in inches is 71, and household size  as teen is 6, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 18, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","enrolled in grades 1-12, not a high school graduate",urban,"never married, not cohabiting",black,False,1,2,none of the time,128,False,False,64,4,False,False,False,True,18,True,female,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 128, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 64, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 18, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is marijuana_anydrug"
Unknown,"not enrolled, GED",Unknown,"married, spouse present",white,True,1,1,some of the time,122,False,False,66,4,False,True,False,True,21,True,female,,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse present, and race is white, and homeless for 2 or more nights in past 5 years is True, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 122, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 66, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is nan"
"biological dad, marital status unknown","not enrolled, GED",urban,"never married, not cohabiting",white,True,3,0,none of the time,145,True,True,67,3,False,False,False,True,21,True,male,marijuana,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is True, and number of previous arrests is 3, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 145, and used cocaine past 3 years is True, and believes God has nothing to do with me is True, and height in inches is 67, and household size  as teen is 3, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana"
"biological dad, marital status unknown","not enrolled, high school degree",urban,"never married, not cohabiting",white,False,1,0,none of the time,178,False,False,69,3,False,False,False,False,19,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 178, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 69, and household size  as teen is 3, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 19, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
both biological parents,"not enrolled, GED",urban,"married, spouse present",white,False,1,1,none of the time,160,False,False,66,6,False,False,False,False,22,False,male,,True,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is married, spouse present, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 160, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 66, and household size  as teen is 6, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 22, and number of previous convictions is False, and sex is male, and used any drug except cocaine past 3 years is nan"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",hispanic,False,2,2,none of the time,210,False,False,71,4,False,False,False,False,22,True,male,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 210, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 71, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 22, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, high school degree",urban,"never married, not cohabiting",hispanic,False,1,0,none of the time,165,False,False,68,10,False,False,False,True,21,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 165, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 68, and household size  as teen is 10, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"other adults, biological parent status unknown, not group quarters","not enrolled, some college",rural,"never married, not cohabiting",white,False,3,3,none of the time,180,False,False,72,6,False,False,False,True,22,True,male,,False,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, some college, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 3, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 180, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 72, and household size  as teen is 6, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 22, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is nan"
both biological parents,"not enrolled, some college",urban,"never married, not cohabiting",white,False,1,1,none of the time,160,True,True,71,3,False,False,False,True,19,True,male,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 160, and used cocaine past 3 years is True, and believes God has nothing to do with me is True, and height in inches is 71, and household size  as teen is 3, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 19, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, high school degree",urban,"never married, not cohabiting",white,False,1,2,none of the time,170,True,False,72,5,False,False,False,False,19,True,male,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, high school degree, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 170, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 72, and household size  as teen is 5, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 19, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, some college",urban,"never married, cohabiting",black,False,1,3,none of the time,164,False,False,69,5,False,False,False,True,20,False,male,,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 164, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 69, and household size  as teen is 5, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 20, and number of previous convictions is False, and sex is male, and used any drug except cocaine past 3 years is nan"
"biological dad, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",hispanic,False,11,0,none of the time,190,False,False,73,6,False,False,True,False,22,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 11, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 190, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 73, and household size  as teen is 6, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is True, and often asks God for help is False, and age is 22, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological dad, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, not cohabiting",hispanic,False,4,2,none of the time,170,False,False,70,6,False,False,False,True,20,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological dad, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 4, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 170, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 70, and household size  as teen is 6, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 20, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, some college",urban,"never married, not cohabiting",black,False,1,3,none of the time,145,False,False,63,4,False,False,False,True,21,True,female,,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 145, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 63, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is nan"
both biological parents,"not enrolled, GED",Unknown,"never married, not cohabiting",white,False,1,2,some of the time,202,False,False,66,10,False,False,False,True,22,False,male,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is some of the time, and weight in pounds is 202, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 66, and household size  as teen is 10, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 22, and number of previous convictions is False, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, GED",urban,"never married, not cohabiting",white,False,1,0,some of the time,117,True,False,64,2,False,False,False,True,19,True,female,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 117, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 64, and household size  as teen is 2, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 19, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is marijuana_anydrug"
both biological parents,"not enrolled, GED",urban,"never married, not cohabiting",white,False,2,0,none of the time,168,False,False,71,4,False,False,False,True,19,True,male,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 168, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 71, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 19, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown",enrolled in a 4-year college,urban,"never married, not cohabiting",white,False,5,3,none of the time,130,True,False,62,2,False,False,True,False,20,False,female,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in a 4-year college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 5, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 130, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 62, and household size  as teen is 2, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is True, and often asks God for help is False, and age is 20, and number of previous convictions is False, and sex is female, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",white,True,3,3,none of the time,120,True,False,64,3,False,True,True,True,22,True,female,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is True, and number of previous arrests is 3, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 120, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 64, and household size  as teen is 3, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and other adult family member in jail past 5 years is True, and often asks God for help is True, and age is 22, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is marijuana_anydrug"
Unknown,"not enrolled, some college",Unknown,"never married, not cohabiting",black,False,2,0,none of the time,212,False,False,66,4,False,True,False,True,21,False,female,,False,"relationship at age 12 with parent figure(s) or guardian(s) is Unknown, and current education status is not enrolled, some college, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 212, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 66, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is False, and sex is female, and used any drug except cocaine past 3 years is nan"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",Unknown,"never married, not cohabiting",black,False,1,3,some of the time,210,True,False,71,3,True,False,False,True,19,False,male,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is Unknown, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is some of the time, and weight in pounds is 210, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 71, and household size  as teen is 3, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 19, and number of previous convictions is False, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, GED",urban,"never married, not cohabiting",black,False,9,1,none of the time,152,False,False,71,4,False,False,False,True,22,True,male,,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is black, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 9, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 152, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 71, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 22, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is nan"
"biological mother, marital status unknown","not enrolled, GED",Unknown,"married, spouse absent",hispanic,False,1,0,some of the time,189,False,True,64,3,False,False,True,True,21,True,female,,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse absent, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is some of the time, and weight in pounds is 189, and used cocaine past 3 years is False, and believes God has nothing to do with me is True, and height in inches is 64, and household size  as teen is 3, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is True, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is nan"
"biological mother, marital status unknown","not enrolled, no high school degree, no GED",urban,"never married, cohabiting",hispanic,False,1,3,all of the time,120,False,True,62,4,False,True,True,True,21,True,female,,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, no high school degree, no GED, and grew up at age 12 in area is urban, and current marriage status is never married, cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is all of the time, and weight in pounds is 120, and used cocaine past 3 years is False, and believes God has nothing to do with me is True, and height in inches is 62, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is True, and other adult family member in jail past 5 years is True, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is female, and used any drug except cocaine past 3 years is nan"
both biological parents,enrolled in a 2-year college,rural,"never married, not cohabiting",hispanic,False,1,2,none of the time,185,False,False,67,4,False,False,False,True,21,True,male,,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is enrolled in a 2-year college, and grew up at age 12 in area is rural, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 2, and monthly frequency of severe depression is none of the time, and weight in pounds is 185, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 67, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is nan"
both biological parents,"not enrolled, some college",urban,"never married, not cohabiting",white,False,2,1,none of the time,165,True,True,72,4,True,False,True,False,21,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 1, and monthly frequency of severe depression is none of the time, and weight in pounds is 165, and used cocaine past 3 years is True, and believes God has nothing to do with me is True, and height in inches is 72, and household size  as teen is 4, and victim of violent crime past 5 years is True, and used food stamps in past year is False, and other adult family member in jail past 5 years is True, and often asks God for help is False, and age is 21, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"other adults, biological parent status unknown, not group quarters","not enrolled, some college",urban,"never married, not cohabiting",white,False,1,3,none of the time,130,False,False,66,5,False,False,False,False,22,False,female,marijuana_anydrug,True,"relationship at age 12 with parent figure(s) or guardian(s) is other adults, biological parent status unknown, not group quarters, and current education status is not enrolled, some college, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 3, and monthly frequency of severe depression is none of the time, and weight in pounds is 130, and used cocaine past 3 years is False, and believes God has nothing to do with me is False, and height in inches is 66, and household size  as teen is 5, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 22, and number of previous convictions is False, and sex is female, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","not enrolled, GED",urban,"divorced, not cohabiting",white,True,1,1,some of the time,187,True,True,72,5,False,False,False,False,22,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is not enrolled, GED, and grew up at age 12 in area is urban, and current marriage status is divorced, not cohabiting, and race is white, and homeless for 2 or more nights in past 5 years is True, and number of previous arrests is 1, and number of jobs held in past year is 1, and monthly frequency of severe depression is some of the time, and weight in pounds is 187, and used cocaine past 3 years is True, and believes God has nothing to do with me is True, and height in inches is 72, and household size  as teen is 5, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is False, and age is 22, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
both biological parents,"not enrolled, high school degree",Unknown,"married, spouse present",white,False,2,0,none of the time,187,True,False,73,4,False,False,False,True,21,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is both biological parents, and current education status is not enrolled, high school degree, and grew up at age 12 in area is Unknown, and current marriage status is married, spouse present, and race is white, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 2, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 187, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 73, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 21, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
"biological mother, marital status unknown","enrolled in grades 1-12, not a high school graduate",urban,"never married, not cohabiting",hispanic,False,1,0,none of the time,160,True,False,66,4,False,False,False,True,18,True,male,marijuana_anydrug,False,"relationship at age 12 with parent figure(s) or guardian(s) is biological mother, marital status unknown, and current education status is enrolled in grades 1-12, not a high school graduate, and grew up at age 12 in area is urban, and current marriage status is never married, not cohabiting, and race is hispanic, and homeless for 2 or more nights in past 5 years is False, and number of previous arrests is 1, and number of jobs held in past year is 0, and monthly frequency of severe depression is none of the time, and weight in pounds is 160, and used cocaine past 3 years is True, and believes God has nothing to do with me is False, and height in inches is 66, and household size  as teen is 4, and victim of violent crime past 5 years is False, and used food stamps in past year is False, and other adult family member in jail past 5 years is False, and often asks God for help is True, and age is 18, and number of previous convictions is True, and sex is male, and used any drug except cocaine past 3 years is marijuana_anydrug"
