pubid,sex,birthyear,birthmonth,race_ethnicity,race_specific,height_ft,height_in,weight,married02,educ02,college02,experience02,hhsize97,parentrelations,urbanrural,homelessness,faminjail,foodstamp,victim,askgod,godhasnothingtodo,expectdeath,depression,marijuana,cocaine,anydrug,arrestedby2002,numberofarrestsby2002,arrestedafter2002,convictedby2002,convictedafter2002,recidivism,firstcrime,race,num_weight,short,long
4052,Female,1980,5: May,Non-Black / Non-Hispanic,White,5,3,150 TO 174,"Never married, cohabiting",GED,"Not enrolled, GED",4,3,"Biological mother, marital status unknown",Urban,YES,NO,1,NO,FALSE,FALSE,1 TO 10: 1%-10%,Some of the time,0,0,0,1,1,0,0,0,0,0,white,162.0,The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 3 inches and weighs between 150 and 174 lbs. She has never been married and is currently not living alone. She has a GED certificate and is not enrolled in college. She has held 4 jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has something to do with what happens to her personally."
4056,Male,1982,7: July,Non-Black / Non-Hispanic,White,6,0,165,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",4,4,-4,-4,NO,NO,0,NO,TRUE,FALSE,-4,Some of the time,1,1,1,1,5,0,1,1,0,0,white,165.0,The person is a 20-year-old male who identifies himself as White. He has been arrested 5 times and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 5 times and has been convicted. He is 6 feet 0 inches and weighs 165 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 4 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 4. He considers that God has something to do with what happens to him personally."
4059,Male,1984,6: June,Non-Black / Non-Hispanic,White,6,0,145,"Never married, not cohabiting",None,"Not enrolled, high school degree",1,3,Both biological parents,Urban,NO,NO,0,NO,TRUE,TRUE,-4,Some of the time,0,0,0,1,1,0,1,0,0,0,white,145.0,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 0 inches and weighs 145 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally."
4061,Female,1981,9: September,Non-Black / Non-Hispanic,White,5,4,104,"Married, spouse absent",None,"Not enrolled, no high school degree, no GED",2,6,Adoptive parent(s),Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,1,0,1,0,0,0,white,104.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches and weighs 104 lbs. She is married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 2 jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her adoptive parent(s) in a household of size 6, in an urban area. She considers that God has something to do with what happens to her personally."
4065,Male,1980,8: August,Non-Black / Non-Hispanic,"American Indian, Eskimo, or Aleut",5,11,160,"Never married, cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",2,7,-4,-4,NO,NO,0,NO,FALSE,FALSE,0: 0%,None of the time,1,1,1,1,1,0,0,0,0,0,"american indian, eskimo or aleut",160.0,The person is a 22-year-old male who identifies himself as American Indian / Eskimo / Aleut. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as American Indian / Eskimo / Aleut. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 160 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived in a household of size 7. He considers that God has something to do with what happens to him personally."
4066,Male,1982,3: March,Non-Black / Non-Hispanic,"American Indian, Eskimo, or Aleut",6,0,167,"Never married, cohabiting",None,"Not enrolled, no high school degree, no GED",2,7,Both biological parents,Urban,NO,NO,0,NO,FALSE,FALSE,-4,Most of the time,1,1,1,1,2,0,0,0,0,0,"american indian, eskimo or aleut",167.0,The person is a 20-year-old male who identifies himself as American Indian / Eskimo / Aleut. He has been arrested 2 times but has not been convicted.,"The person is a 20-year-old male who identifies himself as American Indian / Eskimo / Aleut. He has been arrested 2 times but has not been convicted. He is 6 feet 0 inches and weighs 167 lbs. He has never been married and is currently not living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 7, in an urban area. He considers that God has something to do with what happens to him personally."
4069,Female,1983,1: January,Black,Black or African American,5,4,140,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",0,3,-4,-4,NO,NO,0,NO,TRUE,TRUE,-4,Some of the time,0,1,1,1,1,0,0,0,0,0,black,140.0,The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as Black. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 140 lbs. She has never been married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived in a household of size 3. She considers that God has nothing to do with what happens to her personally."
4084,Male,1984,1: January,Hispanic,White,6,1,210,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 4-year college,5,2,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,Some of the time,1,1,1,1,1,0,0,1,0,0,hispanic,210.0,The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is an 18-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs 210 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 5 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 2, in an urban area. He considers that God has something to do with what happens to him personally."
4086,Male,1984,6: June,Non-Black / Non-Hispanic,White,5,11,175 TO 199,"Never married, cohabiting",GED,"Not enrolled, GED",2,6,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,TRUE,-4,None of the time,1,1,1,1,1,0,1,0,0,0,white,187.0,The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs between 175 and 199 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 6, in an urban area. He considers that God has nothing to do with what happens to him personally."
4092,Female,1984,10: October,Black,Black or African American,5,4,128,"Never married, not cohabiting",None,"Enrolled in grades 1-12, not a high school graduate",2,4,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,1,0,1,1,1,1,1,1,1,0,black,128.0,The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is an 18-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches and weighs 128 lbs. She has never been married and is currently living alone. She is enrolled in school at the present moment. She has held 2 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally."
4093,Female,1981,12: December,Non-Black / Non-Hispanic,White,5,6,122,"Married, spouse present",GED,"Not enrolled, GED",1,4,-4,-4,YES,NO,1,NO,TRUE,FALSE,-4,Some of the time,0,0,0,1,1,0,1,0,0,0,white,122.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 6 inches and weighs 122 lbs. She is married and is currently living with her spouse. She has a GED certificate and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived in a household of size 4. She considers that God has something to do with what happens to her personally."
4095,Male,1981,7: July,Non-Black / Non-Hispanic,White,5,7,145,"Never married, not cohabiting",GED,"Not enrolled, GED",0,3,"Biological dad, marital status unknown",Urban,YES,NO,0,NO,TRUE,TRUE,-4,None of the time,0,1,1,1,3,1,1,0,1,0,white,145.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 5 feet 7 inches and weighs 145 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally."
4096,Male,1983,3: March,Non-Black / Non-Hispanic,White,5,9,178,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",0,3,"Biological dad, marital status unknown",Urban,NO,NO,0,NO,FALSE,FALSE,-4,None of the time,1,0,1,1,1,0,1,0,0,0,white,178.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 9 inches and weighs 178 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally."
4120,Male,1980,9: September,Non-Black / Non-Hispanic,White,5,6,160,"Married, spouse present",GED,"Not enrolled, GED",1,6,Both biological parents,Urban,NO,NO,0,NO,FALSE,FALSE,10,None of the time,0,0,0,1,1,1,0,0,1,0,white,160.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 6 inches and weighs 160 lbs. He is married and is currently living with his spouse. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally."
4123,Male,1980,6: June,Hispanic,White,5,11,210,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",2,4,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,FALSE,25,None of the time,1,0,1,1,2,1,1,1,1,0,hispanic,210.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted. He is 5 feet 11 inches and weighs 210 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally."
4125,Male,1981,7: July,Hispanic,White,5,8,165,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",0,10,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,1,0,1,1,1,0,1,0,0,0,hispanic,165.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 10, in an urban area. He considers that God has something to do with what happens to him personally."
4131,Male,1980,6: June,Non-Black / Non-Hispanic,White,6,0,180,"Never married, not cohabiting",GED,"Not enrolled, some college",3,6,"Other adults, biologial parent status unknown, not group quarters",Rural,NO,NO,0,NO,TRUE,FALSE,0: 0%,None of the time,0,0,0,1,3,0,1,0,0,0,white,180.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 6 feet 0 inches and weighs 180 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 6, in a rural area. He considers that God has something to do with what happens to him personally."
4156,Male,1983,2: February,Non-Black / Non-Hispanic,White,5,11,160,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, some college",1,3,Both biological parents,Urban,NO,NO,0,NO,TRUE,TRUE,-4,None of the time,1,1,1,1,1,1,1,1,1,0,white,160.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally."
4165,Male,1983,8: August,Non-Black / Non-Hispanic,White,6,0,170,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, high school degree",2,5,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,FALSE,FALSE,-4,None of the time,1,1,1,1,1,1,1,0,1,0,white,170.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 0 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally."
4171,Male,1982,2: February,Black,Black or African American,5,9,164,"Never married, cohabiting",High school diploma (Regular 12 year program),"Not enrolled, some college",3,5,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,1,0,0,0,0,0,black,164.0,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 164 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally."
4172,Male,1980,8: August,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,6,1,190,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",0,6,"Biological dad, marital status unknown",Urban,NO,YES,0,NO,FALSE,FALSE,0: 0%,None of the time,1,0,1,1,11,0,1,0,0,0,hispanic,190.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 11 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 11 times and has been convicted. He is 6 feet 1 inch and weighs 190 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally."
4173,Male,1982,9: September,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,5,10,170,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",2,6,"Biological dad, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,1,0,1,1,4,0,1,0,0,0,hispanic,170.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 4 times and has been convicted. He is 5 feet 10 inches and weighs 170 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally."
4174,Female,1981,9: September,Black,Black or African American,5,3,145,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, some college",3,4,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,1,0,1,0,0,0,black,145.0,The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 3 inches and weighs 145 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally."
4180,Male,1980,5: May,Non-Black / Non-Hispanic,White,5,6,202,"Never married, not cohabiting",GED,"Not enrolled, GED",2,10,Both biological parents,-3,NO,NO,0,NO,TRUE,FALSE,0: 0%,Some of the time,1,0,1,1,1,1,0,1,1,0,white,202.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 6 inches and weighs 202 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 10. He considers that God has something to do with what happens to him personally."
4200,Female,1983,6: June,Non-Black / Non-Hispanic,White,5,4,117,"Never married, not cohabiting",GED,"Not enrolled, GED",0,2,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,-4,Some of the time,1,1,1,1,1,0,1,0,0,0,white,117.0,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches and weighs 117 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally."
4202,Male,1983,6: June,Non-Black / Non-Hispanic,White,5,11,168,"Never married, not cohabiting",GED,"Not enrolled, GED",0,4,Both biological parents,Urban,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,1,0,1,1,2,1,1,0,1,0,white,168.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 5 feet 11 inches and weighs 168 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally."
4215,Female,1982,2: February,Non-Black / Non-Hispanic,White,5,2,130,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 4-year college,3,2,"Biological mother, marital status unknown",Urban,NO,YES,0,NO,FALSE,FALSE,-4,None of the time,1,1,1,1,5,0,0,0,0,0,white,130.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 5 times but has not been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 5 times but has not been convicted. She is 5 feet 2 inches and weighs 130 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally."
4218,Female,1980,12: December,Non-Black / Non-Hispanic,White,5,4,120,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",3,3,"Biological mother, marital status unknown",-3,YES,YES,1,NO,TRUE,FALSE,50,None of the time,1,1,1,1,3,0,1,0,0,0,white,120.0,The person is a 22-year-old female who identifies herself as White. She has been arrested 3 times and has been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 3 times and has been convicted. She is 5 feet 4 inches and weighs 120 lbs. She has never been married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3. She considers that God has something to do with what happens to her personally."
4220,Female,1981,12: December,Black,Black or African American,5,6,200 TO 224,"Never married, not cohabiting",GED,"Not enrolled, some college",0,4,-4,-4,NO,NO,1,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,2,0,0,0,0,0,black,212.0,The person is a 21-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted. She is 5 feet 6 inches and weighs between 200 and 224 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived in a household of size 4. She considers that God has something to do with what happens to her personally."
4221,Male,1983,3: March,Black,Black or African American,5,11,210,"Never married, not cohabiting",None,"Not enrolled, no high school degree, no GED",3,3,"Biological mother, marital status unknown",-3,NO,NO,0,YES,TRUE,FALSE,-4,Some of the time,1,1,1,1,1,1,0,0,1,0,black,210.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 210 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3. He considers that God has something to do with what happens to him personally."
4228,Male,1980,12: December,Black,Black or African American,5,11,152,"Never married, not cohabiting",None,"Not enrolled, GED",1,4,"Biological mother, marital status unknown",Urban,NO,NO,0,NO,TRUE,FALSE,50,None of the time,0,0,0,1,9,0,1,0,0,0,black,152.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 9 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 9 times and has been convicted. He is 5 feet 11 inches and weighs 152 lbs. He has never been married and is currently living alone. He does not have a high school diploma or GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally."
4262,Female,1981,8: August,Hispanic,R REFUSES TO CLASSIFY RACE EXCEPT HISPANIC/LATINO,5,4,189,"Married, spouse absent",None,"Not enrolled, GED",0,3,"Biological mother, marital status unknown",-3,NO,YES,0,NO,TRUE,TRUE,-4,Some of the time,0,0,0,1,1,0,1,0,0,0,hispanic,189.0,The person is a 21-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches and weighs 189 lbs. She is married and is currently living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 3. She considers that God has nothing to do with what happens to her personally."
4271,Female,1981,10: October,Hispanic,White,5,2,120,"Never married, cohabiting",None,"Not enrolled, no high school degree, no GED",3,4,"Biological mother, marital status unknown",Urban,NO,YES,1,NO,TRUE,TRUE,-4,All of the time,0,0,0,1,1,0,1,0,0,0,hispanic,120.0,The person is a 21-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Hispanic. She has been arrested 1 time and has been convicted. She is 5 feet 2 inches and weighs 120 lbs. She has never been married and is currently not living alone. She does not have a high school diploma or GED certificate and is not enrolled in college. She has held 3 jobs during the year. She has not used any drugs in the past four years and all of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has nothing to do with what happens to her personally."
4285,Male,1981,2: February,Hispanic,White,5,7,185,"Never married, not cohabiting",High school diploma (Regular 12 year program),Enrolled in a 2-year college,2,4,Both biological parents,Rural,NO,NO,0,NO,TRUE,FALSE,-4,None of the time,0,0,0,1,1,0,1,0,0,0,hispanic,185.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 7 inches and weighs 185 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally."
4286,Male,1981,8: August,Non-Black / Non-Hispanic,White,6,0,165,"Never married, not cohabiting",GED,"Not enrolled, some college",1,4,Both biological parents,Urban,NO,YES,0,YES,FALSE,TRUE,-4,None of the time,1,1,1,1,2,0,1,0,0,0,white,165.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 0 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has nothing to do with what happens to him personally."
4290,Female,1980,6: June,Non-Black / Non-Hispanic,White,5,6,130,"Never married, not cohabiting",High school diploma (Regular 12 year program),"Not enrolled, some college",3,5,"Other adults, biologial parent status unknown, not group quarters",Urban,NO,NO,0,NO,FALSE,FALSE,50,None of the time,1,0,1,1,1,1,0,1,1,0,white,130.0,The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 130 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally."
