Unnamed: 0,sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,highest_degree_by_2002,college_enrollment_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,raised_in_urban_or_rural_area,homeless_for_2+_nights_over_last_5_years,any_adult_household_member_jailed_in_last_5_years,recieved_food_stamps_in_2002,victim_of_violent_crime_in_last_5_years,i_often_prey_to_god_for_help,god_has_nothing_to_do_with_me_personally,how_much_time_in_last_month_when_nothing_cheers_you_up,used_marijuana_in_last_4_years,used_cocaine_or_other_hard_drug_in_last_4_years,used_any_drug_in_last_4_years,ever_arrested_in_last_5_years,number_of_arrests_in_last_5_years,target,ever_convicted_in_last_5_years,weight_in_lbs,age,height_total_inches,race
639,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,3,Unknown,Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,170.0,,,black
640,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,220.0,,,black
641,female,"never married, not cohabiting",GED,"not enrolled, GED",3,2,"biological mother, marital status unknown",urban,False,False,False,False,False,True,some of the time,False,False,False,True,1,0,True,120.0,,,white
642,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, 4-year college graduate",5,5,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,False,117.0,,,white
643,male,"never married, not cohabiting",GED,"not enrolled, some college",3,4,both biological parents,urban,False,False,False,False,False,True,none of the time,True,False,True,True,4,0,True,140.0,,,white
644,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,4,4,both biological parents,rural,False,False,False,False,False,False,none of the time,True,True,True,True,1,0,True,137.0,,,white
645,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,both biological parents,urban,False,False,False,True,False,False,some of the time,True,False,True,True,1,0,False,155.0,,,white
646,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,137.0,,,white
647,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",4,3,"biological dad, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,1,False,137.0,,,hispanic
648,male,"never married, not cohabiting",GED,"not enrolled, GED",2,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,2,0,True,159.0,,,hispanic
649,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,8,Unknown,Unknown,False,True,False,False,True,True,none of the time,False,False,False,True,4,0,True,257.5,,,hispanic
650,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",4,2,"biological mother, other parent present",urban,False,False,False,False,True,False,some of the time,True,True,True,True,5,0,True,135.0,,,white
651,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,4,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,False,True,True,2,1,True,250.0,,,hispanic
652,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,both biological parents,urban,False,False,False,False,False,True,some of the time,True,False,True,True,1,0,False,162.0,,,hispanic
653,female,"never married, not cohabiting",GED,"not enrolled, GED",1,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,False,False,True,2,0,False,155.0,,,hispanic
654,male,"never married, not cohabiting",GED,enrolled in a 2-year college,1,9,both biological parents,urban,False,False,False,False,True,True,none of the time,False,False,False,True,1,0,False,224.0,,,hispanic
655,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,9,both biological parents,urban,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,130.0,,,hispanic
656,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,4,"biological mother, marital status unknown",urban,False,True,False,True,False,False,most of the time,True,False,True,True,2,1,False,257.5,,,hispanic
657,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,Unknown,Unknown,False,True,False,True,True,False,most of the time,True,False,True,True,4,1,True,122.0,,,white
658,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",3,3,both biological parents,urban,False,False,False,False,False,False,some of the time,True,True,True,True,1,0,False,156.0,,,white
659,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,5,"biological mother, other parent present",urban,False,False,False,False,False,True,none of the time,True,False,True,True,9,0,True,105.0,,,white
660,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",rural,False,False,False,False,False,False,none of the time,False,True,True,True,6,0,True,162.0,,,hispanic
661,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,3,"biological mother, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,1,True,130.0,,,asian or pacific islander
662,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,both biological parents,urban,False,False,False,False,False,False,none of the time,False,False,False,True,1,0,False,180.0,,,white
663,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,both biological parents,urban,False,False,False,True,False,True,some of the time,True,True,True,True,1,0,False,212.0,,,hispanic
664,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,3,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,120.0,,,white
665,male,"never married, not cohabiting",GED,"not enrolled, GED",1,4,"biological dad, marital status unknown",urban,False,False,False,False,False,True,some of the time,True,True,True,True,2,0,True,187.0,,,white
666,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,2,1,True,140.0,,,white
667,female,"never married, cohabiting",high school diploma (HS),enrolled in a 2-year college,3,4,both biological parents,urban,False,False,False,False,False,True,some of the time,True,True,True,True,1,0,True,110.0,,,white
668,male,"never married, not cohabiting",GED,"not enrolled, GED",3,4,"biological mother, marital status unknown",rural,False,True,False,False,True,False,some of the time,True,True,True,True,3,1,True,144.0,,,white
669,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,5,adoptive parent(s),rural,False,False,False,True,False,True,none of the time,True,True,True,True,5,0,True,162.0,,,mixed-race
670,female,"never married, not cohabiting","bachelor's degree (BA, BS)","not enrolled, 4-year college graduate",3,5,both biological parents,rural,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,True,130.0,,,white
671,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",3,2,"biological mother, marital status unknown",rural,False,True,False,False,False,False,some of the time,True,True,True,True,2,0,False,135.0,,,white
672,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,anything else,rural,True,False,False,False,False,False,some of the time,True,True,True,True,13,1,True,162.0,,,white
673,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,5,both biological parents,Unknown,False,False,False,False,False,True,none of the time,True,True,True,True,1,0,True,190.0,,,white
674,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,9,"biological mother, marital status unknown",Unknown,False,False,False,True,True,False,none of the time,False,False,False,True,1,1,True,171.0,,,white
675,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,Unknown,Unknown,False,False,True,False,False,False,some of the time,True,False,True,True,1,0,False,237.0,,,black
676,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,2,"biological mother, other parent present",urban,True,True,True,True,True,True,most of the time,True,True,True,True,22,1,True,160.0,,,white
677,male,"never married, not cohabiting",GED,"not enrolled, GED",1,5,"biological dad, marital status unknown",Unknown,False,False,False,False,False,True,most of the time,False,False,False,True,2,0,True,145.0,,,white
678,male,"never married, not cohabiting","bachelor's degree (BA, BS)","not enrolled, 4-year college graduate",3,3,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,187.0,,,asian or pacific islander
679,female,"never married, not cohabiting",GED,enrolled in a 2-year college,1,5,"biological mother, marital status unknown",Unknown,True,False,True,True,False,True,most of the time,True,True,True,True,2,0,True,257.5,,,white
680,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,2,0,True,140.0,,,asian or pacific islander
681,male,"never married, cohabiting",GED,"not enrolled, GED",1,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,True,237.0,,,white
682,female,"never married, cohabiting",GED,"not enrolled, GED",0,5,"biological mother, marital status unknown",urban,False,False,False,False,True,True,none of the time,True,False,True,True,1,0,False,130.0,,,hispanic
683,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,False,False,some of the time,True,False,True,True,1,1,False,160.0,,,white
684,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,5,"biological mother, marital status unknown",Unknown,False,False,False,False,False,False,none of the time,True,True,True,True,1,0,True,230.0,,,hispanic
685,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",3,4,Unknown,Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,210.0,,,white
686,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,0,4,both biological parents,rural,False,False,False,False,False,True,none of the time,True,True,True,True,2,1,False,190.0,,,white
687,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",5,3,"biological mother, other parent present",urban,False,False,False,True,True,False,most of the time,True,True,True,True,1,0,True,257.5,,,white
688,female,"never married, not cohabiting",associate/junior college (AA),enrolled in a 2-year college,1,4,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,163.0,,,white
689,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological dad, marital status unknown",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,130.0,,,white
690,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,"biological mother, marital status unknown",Unknown,False,False,False,False,False,True,none of the time,False,False,False,True,1,0,True,220.0,,,white
691,male,"never married, not cohabiting",GED,"not enrolled, GED",1,6,foster parent(s),urban,False,False,False,False,False,False,some of the time,True,False,True,True,1,0,True,146.0,,,white
692,male,"never married, cohabiting",GED,"not enrolled, GED",2,4,both biological parents,rural,False,False,False,False,False,False,none of the time,True,False,True,True,1,1,False,140.0,,,white
693,male,"never married, not cohabiting",GED,"not enrolled, GED",1,2,"biological dad, marital status unknown",urban,False,False,False,False,True,True,some of the time,True,False,True,True,1,0,False,250.0,,,white
694,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",7,5,both biological parents,urban,False,False,False,False,False,True,some of the time,True,True,True,True,3,0,True,180.0,,,white
695,male,"never married, not cohabiting",GED,"not enrolled, GED",2,4,both biological parents,rural,False,False,False,False,False,True,some of the time,True,True,True,True,1,0,False,160.0,,,white
696,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,4,both biological parents,rural,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,106.0,,,white
697,male,"never married, not cohabiting",GED,"not enrolled, GED",0,2,"other adults, biological parent status unknown, not group quarters",rural,True,False,False,True,False,True,none of the time,True,True,True,True,6,1,True,170.0,,,white
698,female,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,6,"other adults, biological parent status unknown, not group quarters",rural,False,True,False,True,True,True,none of the time,True,False,True,True,1,1,False,118.0,,,hispanic
699,male,"never married, cohabiting",high school diploma (HS),"not enrolled, some college",4,5,both biological parents,rural,False,True,True,False,False,True,none of the time,False,False,False,True,1,0,True,235.0,,,"american indian, eskimo or aleut"
700,male,"never married, not cohabiting",Unknown,"not enrolled, GED",1,5,both biological parents,rural,True,False,True,False,False,False,some of the time,True,False,True,True,6,1,True,127.0,,,"american indian, eskimo or aleut"
701,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",4,5,both biological parents,rural,False,False,False,False,False,True,none of the time,True,False,True,True,1,1,False,162.0,,,white
702,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,7,both biological parents,Unknown,False,False,False,False,False,True,some of the time,False,False,False,True,1,0,False,210.0,,,white
703,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",2,4,"biological mother, marital status unknown",rural,False,False,False,False,False,False,none of the time,False,False,False,True,1,0,False,160.0,,,white
704,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,6,"biological dad, marital status unknown",rural,False,False,False,False,True,False,some of the time,False,False,False,True,6,0,True,137.0,,,white
705,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,4,Unknown,Unknown,False,False,False,False,True,False,none of the time,False,False,False,True,1,1,False,165.0,,,white
706,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",2,5,both biological parents,Unknown,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,False,240.0,,,white
707,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,5,Unknown,Unknown,False,False,False,False,True,False,none of the time,True,True,True,True,3,1,True,145.0,,,white
708,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,4,Unknown,Unknown,True,False,True,False,True,False,some of the time,False,False,False,True,4,1,True,195.0,,,black
709,male,"never married, cohabiting",GED,"not enrolled, high school degree",1,4,Unknown,Unknown,False,True,False,False,True,False,none of the time,True,False,True,True,6,1,True,162.0,,,black
710,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",urban,False,False,False,True,True,False,most of the time,True,True,True,True,2,1,True,98.0,,,white
711,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",5,5,"biological father, other parent present",rural,False,True,False,False,True,True,some of the time,True,True,True,True,4,0,True,140.0,,,white
712,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,4,both biological parents,rural,False,False,False,False,True,False,none of the time,True,True,True,True,7,1,True,187.0,,,white
713,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,5,"biological mother, marital status unknown",rural,False,False,False,False,True,True,some of the time,True,True,True,True,9,0,True,234.0,,,white
714,female,"never married, not cohabiting",GED,enrolled in a 2-year college,1,4,both biological parents,urban,False,False,False,False,True,False,some of the time,True,True,True,True,1,1,False,135.0,,,white
715,female,"never married, not cohabiting",Unknown,"not enrolled, GED",5,5,both biological parents,rural,False,False,False,False,False,False,none of the time,True,True,True,True,2,1,False,190.0,,,white
716,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,6,2,"biological mother, marital status unknown",rural,False,False,False,False,False,False,none of the time,True,True,True,True,3,0,False,140.0,,,white
717,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,6,"other adults, biological parent status unknown, not group quarters",rural,False,True,False,False,True,False,some of the time,False,False,False,True,1,1,True,162.0,,,white
718,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",3,4,both biological parents,rural,False,False,False,False,True,False,some of the time,False,False,False,True,2,0,False,137.0,,,white
719,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,3,"biological mother, other parent present",rural,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,True,95.0,,,white
720,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,3,"biological mother, other parent present",rural,False,False,False,False,True,False,none of the time,True,False,True,True,7,1,True,115.0,,,white
721,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,5,"biological mother, marital status unknown",rural,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,False,180.0,,,white
722,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,4,"biological mother, marital status unknown",rural,False,True,False,False,True,False,none of the time,True,False,True,True,1,1,False,160.0,,,white
723,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,5,"biological mother, marital status unknown",rural,False,False,False,True,True,False,none of the time,True,True,True,True,10,0,True,145.0,,,white
724,male,"never married, not cohabiting",GED,"not enrolled, GED",2,4,"biological dad, marital status unknown",Unknown,False,False,False,True,False,True,none of the time,True,False,True,True,8,0,True,162.0,,,white
725,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,5,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,False,all of the time,True,True,True,True,6,0,True,145.0,,,white
726,female,"never married, cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",2,8,both biological parents,rural,False,False,False,False,True,True,some of the time,True,False,True,True,1,0,False,112.0,,,white
727,male,"never married, not cohabiting",Unknown,"not enrolled, GED",2,5,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,185.0,,,white
728,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",2,3,both biological parents,rural,True,False,False,True,False,True,none of the time,True,True,True,True,4,0,False,215.0,,,hispanic
729,male,"never married, not cohabiting",Unknown,"not enrolled, GED",3,3,"biological mother, marital status unknown",rural,False,False,False,False,False,True,some of the time,True,False,True,True,2,0,False,187.0,,,white
730,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",2,5,both biological parents,rural,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,160.0,,,white
731,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",1,5,both biological parents,rural,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,160.0,,,white
732,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",Unknown,False,False,False,False,False,True,none of the time,True,True,True,True,1,1,True,250.0,,,white
733,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",Unknown,False,True,False,False,True,False,some of the time,False,False,False,True,2,0,False,112.0,,,white
734,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,0,6,Unknown,Unknown,False,True,False,False,False,True,some of the time,True,False,True,True,4,0,True,215.0,,,white
735,male,"married, spouse present",Unknown,"not enrolled, GED",1,10,Unknown,urban,True,False,True,False,True,False,some of the time,True,False,True,True,1,1,True,164.0,,,white
736,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,4,both biological parents,urban,False,False,False,False,True,False,none of the time,False,False,False,True,2,0,True,165.0,,,white
737,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,7,"biological mother, marital status unknown",urban,False,True,False,True,True,False,some of the time,False,False,False,True,9,1,False,257.5,,,white
738,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",4,5,"biological mother, marital status unknown",rural,False,False,True,False,False,False,some of the time,False,False,False,True,2,0,False,140.0,,,white
739,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,2,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,False,True,True,4,0,True,190.0,,,white
740,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",0,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,False,True,True,True,1,0,False,170.0,,,black
741,male,"never married, not cohabiting",GED,"not enrolled, GED",2,4,"biological mother, marital status unknown",urban,False,True,False,False,False,False,some of the time,True,True,True,True,4,1,True,187.0,,,white
742,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",2,4,both biological parents,urban,False,False,False,False,False,True,most of the time,False,False,False,True,6,1,True,170.0,,,white
743,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,2,"biological mother, marital status unknown",Unknown,False,False,False,False,False,False,none of the time,True,False,True,True,1,1,True,194.0,,,white
744,female,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",3,4,both biological parents,rural,False,False,False,False,False,True,most of the time,True,False,True,True,1,0,False,135.0,,,hispanic
745,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",4,7,both biological parents,Unknown,False,False,False,False,False,False,none of the time,True,False,True,True,6,1,True,170.0,,,white
746,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,1,6,both biological parents,rural,False,False,False,False,True,False,none of the time,True,False,True,True,4,0,True,185.0,,,white
747,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",3,4,"biological dad, marital status unknown",urban,False,False,False,True,True,True,some of the time,False,False,False,True,2,0,True,145.0,,,hispanic
748,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",4,4,"biological mother, marital status unknown",urban,False,False,False,False,True,False,most of the time,True,False,True,True,1,0,False,178.0,,,white
749,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,6,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,1,0,False,140.0,,,white
750,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",2,4,both biological parents,urban,False,True,False,False,True,False,none of the time,True,False,True,True,1,0,False,250.0,,,white
751,male,"married, spouse present",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",Unknown,False,False,False,False,True,False,some of the time,True,False,True,True,4,0,True,257.5,,,white
752,male,"never married, not cohabiting",GED,"not enrolled, GED",1,2,"biological mother, marital status unknown",urban,False,False,False,False,True,False,none of the time,True,True,True,True,3,0,True,187.0,,,hispanic
753,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,both biological parents,Unknown,False,False,False,False,False,True,all of the time,True,True,True,True,2,0,True,230.0,,,white
754,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,6,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,False,220.0,,,white
755,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",0,2,"biological dad, marital status unknown",rural,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,185.0,,,black
756,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,4,"biological mother, marital status unknown",Unknown,False,False,False,False,False,True,some of the time,True,True,True,True,1,0,False,140.0,,,white
757,female,"never married, cohabiting",high school diploma (HS),enrolled in a 2-year college,2,5,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,False,all of the time,True,False,True,True,1,0,False,130.0,,,white
758,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,True,True,True,2,0,True,155.0,,,white
759,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,3,both biological parents,urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,1,True,212.0,,,white
760,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,1,4,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,True,170.0,,,white
761,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,4,both biological parents,urban,False,False,False,False,True,False,none of the time,False,False,False,True,2,0,False,180.0,,,white
762,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 2-year college,3,5,both biological parents,rural,False,False,False,False,True,False,none of the time,True,False,True,True,2,0,False,195.0,,,white
763,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,3,4,both biological parents,rural,False,False,False,False,False,False,none of the time,True,False,True,True,1,0,True,145.0,,,white
764,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,2,"biological mother, marital status unknown",urban,False,False,False,False,False,True,none of the time,True,True,True,True,1,0,True,210.0,,,white
765,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,both biological parents,urban,False,False,False,False,True,False,most of the time,True,True,True,True,2,0,True,169.0,,,white
766,female,"married, spouse present",high school diploma (HS),"not enrolled, high school degree",2,5,"biological mother, marital status unknown",rural,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,155.0,,,white
767,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",2,3,"biological mother, marital status unknown",rural,False,False,False,False,False,False,some of the time,True,False,True,True,3,1,True,140.0,,,white
768,female,"never married, not cohabiting",high school diploma (HS),"not enrolled, high school degree",3,6,Unknown,Unknown,False,False,False,False,False,False,some of the time,True,True,True,True,4,0,True,180.0,,,hispanic
769,female,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,6,Unknown,Unknown,True,False,False,False,True,False,some of the time,True,True,True,True,9,1,True,140.0,,,"american indian, eskimo or aleut"
770,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,6,"other adults, biological parent status unknown, not group quarters",urban,False,False,False,False,True,False,some of the time,True,False,True,True,1,0,True,145.0,,,asian or pacific islander
771,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,2,"biological mother, marital status unknown",Unknown,False,False,False,False,False,True,none of the time,False,False,False,True,3,0,True,160.0,,,hispanic
772,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",3,6,"biological mother, marital status unknown",rural,False,False,False,False,False,False,none of the time,False,False,False,True,1,0,True,142.0,,,white
773,female,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,3,"biological mother, marital status unknown",Unknown,False,False,False,False,False,True,all of the time,True,True,True,True,5,0,False,130.0,,,white
774,female,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",1,2,"biological mother, other parent present",urban,False,False,False,False,True,False,none of the time,True,True,True,True,2,0,False,115.0,,,white
775,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,3,"biological mother, marital status unknown",rural,False,False,False,False,False,True,none of the time,False,True,True,True,1,0,True,160.0,,,white
776,male,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,4,both biological parents,rural,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,190.0,,,white
777,female,"never married, not cohabiting",high school diploma (HS),enrolled in a 4-year college,2,3,"biological mother, marital status unknown",urban,False,False,False,False,False,False,none of the time,True,True,True,True,1,0,False,162.0,,,white
778,female,"divorced, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",0,4,"biological mother, marital status unknown",urban,False,True,False,True,True,False,some of the time,False,False,False,True,2,0,True,140.0,,,white
779,male,"never married, cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,4,"biological mother, marital status unknown",Unknown,False,True,False,False,True,False,none of the time,True,False,True,True,3,0,True,145.0,,,white
780,male,"never married, not cohabiting",Unknown,"enrolled in grades 1-12, not a high school graduate",1,4,both biological parents,rural,False,False,False,False,False,True,most of the time,True,True,True,True,1,1,False,172.0,,,white
781,male,"never married, not cohabiting",high school diploma (HS),"not enrolled, some college",1,3,both biological parents,urban,False,False,False,False,True,False,none of the time,True,False,True,True,1,0,True,230.0,,,white
782,male,"never married, cohabiting",high school diploma (HS),"not enrolled, high school degree",6,7,Unknown,Unknown,True,False,False,False,False,False,none of the time,True,False,True,True,1,1,False,155.0,,,white
783,female,"married, spouse absent",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",Unknown,False,True,False,False,True,True,none of the time,True,True,True,True,1,0,True,115.0,,,white
784,male,"never married, not cohabiting",Unknown,"not enrolled, no high school degree, no GED",1,5,"biological mother, marital status unknown",Unknown,False,True,False,False,False,True,none of the time,True,True,True,True,13,1,True,131.0,,,white
785,male,"never married, not cohabiting",GED,"not enrolled, GED",2,5,both biological parents,Unknown,False,False,False,False,True,False,none of the time,False,False,False,True,1,0,False,210.0,,,white
