pubid,sex,birthyear,birthmonth,race_ethnicity,race_specific,married02,educ02,college02,experience02,hhsize97,homelessness,faminjail,foodstamp,depression,marijuana,cocaine,anydrug,arrestedby2002,numberofarrestsby2002,arrestedafter2002,convictedby2002,convictedafter2002,recidivism,firstcrime,race,num_weight,short,long,height_cm
4096,1,1983,2,3,5,5,3,6.0,0,3,0,0,0,2,1,0,1,1,1,0,1,0,0,0,5,178.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 9 inches and weighs 178 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological dad in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",175
4120,1,1980,8,3,5,3,2,5.0,1,6,0,0,0,2,0,0,0,1,1,1,0,0,1,0,5,160.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 6 inches and weighs 160 lbs. He is married and is currently living with his spouse. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",168
4125,1,1981,6,1,5,5,3,6.0,0,10,0,0,0,2,1,0,1,1,1,0,1,0,0,0,3,165.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 10, in an urban area. He considers that God has something to do with what happens to him personally.",173
4131,1,1980,5,3,5,5,2,7.0,3,6,0,0,0,2,0,0,0,1,3,0,1,0,0,0,5,180.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 6 feet 0 inches and weighs 180 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 6, in a rural area. He considers that God has something to do with what happens to him personally.",183
4156,1,1983,1,3,5,5,3,7.0,1,3,0,0,0,2,1,1,1,1,1,1,1,1,1,0,5,160.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",180
4165,1,1983,7,3,5,5,3,6.0,2,5,0,0,0,2,1,1,1,1,1,1,1,0,1,0,5,170.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 0 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",183
4171,1,1982,1,0,2,4,3,7.0,3,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,164.0,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 164 lbs. He has never been married and is currently not living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",175
4174,0,1981,8,0,2,5,3,7.0,3,4,0,0,0,2,0,0,0,1,1,0,1,0,0,0,2,145.0,The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 1 time and has been convicted. She is 5 feet 3 inches and weighs 145 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",160
4180,1,1980,4,3,5,5,2,5.0,2,10,0,0,0,3,1,0,1,1,1,1,0,1,1,0,5,202.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 6 inches and weighs 202 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 10. He considers that God has something to do with what happens to him personally.",168
4200,0,1983,5,3,5,5,2,5.0,0,2,0,0,0,3,1,1,1,1,1,0,1,0,0,0,5,117.0,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 4 inches and weighs 117 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally.",163
4202,1,1983,5,3,5,5,2,5.0,0,4,0,0,0,2,1,0,1,1,2,1,1,0,1,0,5,168.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 5 feet 11 inches and weighs 168 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
4215,0,1982,1,3,5,5,3,1.0,3,2,0,1,0,2,1,1,1,1,5,0,0,0,0,0,5,130.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 5 times but has not been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 5 times but has not been convicted. She is 5 feet 2 inches and weighs 130 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally.",157
4220,0,1981,11,0,2,5,2,7.0,0,4,0,0,1,2,0,0,0,1,2,0,0,0,0,0,2,212.0,The person is a 21-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted.,"The person is a 21-year-old female who identifies herself as Black. She has been arrested 2 times but has not been convicted. She is 5 feet 6 inches and weighs between 200 and 224 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived in a household of size 4. She considers that God has something to do with what happens to her personally.",168
4285,1,1981,1,1,5,5,3,0.0,2,4,0,0,0,2,0,0,0,1,1,0,1,0,0,0,3,185.0,The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 7 inches and weighs 185 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",170
4286,1,1981,7,3,5,5,2,7.0,1,4,0,1,0,2,1,1,1,1,2,0,1,0,0,0,5,165.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 0 inches and weighs 165 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has nothing to do with what happens to him personally.",183
4290,0,1980,5,3,5,5,3,7.0,3,5,0,0,0,2,1,0,1,1,1,1,0,1,1,0,5,130.0,The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 130 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with adults other than biological, foster or adoptive parents in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",168
4291,1,1980,9,3,5,1,2,5.0,1,5,1,0,0,3,1,1,1,1,1,0,1,0,0,0,5,187.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 0 inches and weighs between 175 and 199 lbs. He is divorced and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",183
4299,1,1981,9,3,5,3,3,6.0,0,4,0,0,0,2,1,1,1,1,2,0,1,0,0,0,5,187.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 1 inch and weighs between 175 and 199 lbs. He is married and is currently living with his spouse. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4. He considers that God has something to do with what happens to him personally.",185
4351,0,1983,10,1,0,5,2,5.0,3,4,0,0,0,3,1,1,1,1,10,1,1,1,1,0,3,171.0,The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 10 times and has been convicted.,"The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 10 times and has been convicted. She is 5 feet 4 inches and weighs 171 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has nothing to do with what happens to her personally.",163
4354,1,1980,0,1,3,3,3,6.0,1,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,145.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 11 inches and weighs 145 lbs. He is married and is currently living with his spouse. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",180
4361,0,1980,1,1,5,5,3,6.0,1,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,190.0,The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 6 inches and weighs 190 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",168
4375,0,1983,9,1,5,5,3,0.0,3,4,0,0,0,3,1,0,1,1,1,1,0,0,1,0,3,118.0,The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 5 inches and weighs 118 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has nothing to do with what happens to her personally.",165
4376,0,1984,8,1,3,5,3,1.0,1,3,0,0,0,2,1,0,1,1,1,0,0,0,0,0,3,115.0,The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 5 inches and weighs 115 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 3, in an urban area. She considers that God has nothing to do with what happens to her personally.",165
4402,1,1980,6,1,0,3,2,5.0,2,2,0,0,0,2,1,0,1,1,1,0,1,0,0,0,3,180.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 9 inches and weighs 180 lbs. He is married and is currently living with his spouse. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 2. He considers that God has nothing to do with what happens to him personally.",175
4406,0,1982,9,3,5,5,3,1.0,5,5,0,0,0,3,0,0,0,1,1,0,1,0,0,0,5,145.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 6 inches and weighs 145 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 5 jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",168
4416,1,1982,10,1,5,5,3,1.0,0,6,0,0,0,3,1,1,1,1,1,0,0,0,0,0,3,135.0,The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 135 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological dad in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",175
4422,1,1980,3,0,2,5,3,6.0,0,3,0,0,0,3,1,0,1,1,1,0,1,0,0,0,2,170.0,The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as Black. He has been arrested 1 time and has been convicted. He is 6 feet 4 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 3. He considers that God has something to do with what happens to him personally.",193
4424,1,1983,8,0,2,5,3,0.0,1,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,220.0,The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 6 inches and weighs 220 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 2-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",198
4438,0,1983,7,3,5,5,2,5.0,3,2,0,0,0,3,0,0,0,1,1,0,1,0,0,0,5,120.0,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 8 inches and weighs 120 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 3 jobs during the year. She has not used any drugs in the past four years and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has nothing to do with what happens to her personally.",173
4439,0,1980,2,3,5,5,3,4.0,5,5,0,0,0,2,1,0,1,1,1,0,0,0,0,0,5,117.0,The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 117 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 5 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",163
4444,1,1983,3,3,5,5,2,7.0,3,4,0,0,0,2,1,0,1,1,4,0,1,0,0,0,5,140.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 4 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 4 times and has been convicted. He is 6 feet 0 inches and weighs 140 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has nothing to do with what happens to him personally.",183
4452,0,1981,6,3,5,5,3,1.0,4,4,0,0,0,2,1,1,1,1,1,0,1,0,0,0,5,137.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 5 inches and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 4, in a rural area. She considers that God has something to do with what happens to her personally.",165
4477,1,1980,0,3,5,5,3,6.0,2,3,0,0,0,3,1,0,1,1,1,0,0,0,0,0,5,155.0,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 155 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",175
4478,0,1981,5,3,5,5,3,1.0,3,4,0,0,0,2,1,1,1,1,1,0,0,0,0,0,5,137.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 1 inch and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",155
4480,0,1984,5,1,5,5,3,6.0,4,3,0,0,0,2,1,1,1,1,1,1,0,1,1,0,3,137.0,The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological dad in a household of size 3, in an urban area. She considers that God has nothing to do with what happens to her personally.",163
4482,1,1980,3,1,5,5,2,5.0,2,4,0,0,0,3,1,0,1,1,2,0,1,0,0,0,3,159.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted. He is 5 feet 11 inches and weighs 159 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
4492,1,1980,5,1,5,5,3,6.0,2,5,0,0,0,3,1,0,1,1,1,0,0,0,0,0,3,162.0,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs between 150 and 174 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",185
4496,0,1983,0,1,0,5,2,5.0,1,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3,155.0,The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted.,"The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted. She is 5 feet 4 inches and weighs 155 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally.",163
4498,1,1983,0,1,3,5,2,0.0,1,9,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,224.0,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 224 lbs. He has never been married and is currently living alone. He has a GED certificate and is enrolled in a 2-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 9, in an urban area. He considers that God has nothing to do with what happens to him personally.",178
4541,0,1981,4,3,5,4,3,6.0,1,5,0,0,0,2,1,0,1,1,9,0,1,0,0,0,5,105.0,The person is a 21-year-old female who identifies herself as White. She has been arrested 9 times and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 9 times and has been convicted. She is 5 feet 3 inches and weighs 105 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has nothing to do with what happens to her personally.",160
4545,1,1984,0,3,1,5,3,6.0,1,3,0,0,0,2,1,1,1,1,1,1,1,1,1,0,1,130.0,The person is an 18-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 130 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",173
4547,1,1981,2,3,5,5,3,1.0,1,4,0,0,0,2,0,0,0,1,1,0,0,0,0,0,5,180.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 180 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",178
4560,0,1983,8,3,5,5,3,0.0,3,5,0,0,0,2,1,0,1,1,1,0,0,0,0,0,5,120.0,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 120 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",163
4571,1,1983,4,3,5,5,2,5.0,1,4,0,0,0,3,1,1,1,1,2,0,1,0,0,0,5,187.0,The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 5 feet 7 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological dad in a household of size 4, in an urban area. He considers that God has nothing to do with what happens to him personally.",170
4581,0,1982,0,3,5,4,3,0.0,3,4,0,0,0,3,1,1,1,1,1,0,1,0,0,0,5,110.0,The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 1 inch and weighs 110 lbs. She has never been married and is currently not living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has nothing to do with what happens to her personally.",155
4587,1,1981,10,3,5,5,2,5.0,3,4,0,1,0,3,1,1,1,1,3,1,1,1,1,0,5,144.0,The person is a 21-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 5 feet 11 inches and weighs 144 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",180
