Sex,Birth year,Birth month,Ethnicity,Race,Weight (lbs),Marital Status,Education,College,Total jobs in past year,Household size,Homeless last 5 yrs,Family in Jail last 5 yrs,On foodstamps,Violent crime victim in past 5 yrs,Pray to God,Believe in God,Depressed,Marijuana use in last 4 yrs,Cocaine use in last 4 yrs,Any drug use in last 4 yrs,Arrest count by 2002,Recidivism arrested,Convicted by 2002,Recidivism convicted,Recidivism prediction by police,Short description,Long description,Height (cm)
Female,1981,July,Non-Black Non-Hispanic,White,137.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,4,4,No,No,No,No,No,No,Never,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 5 inches and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 4, in a rural area. She considers that God has something to do with what happens to her personally.",165
Male,1980,January,Non-Black Non-Hispanic,White,155.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,Yes,No,No,Sometimes,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 155 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",175
Female,1981,June,Non-Black Non-Hispanic,White,137.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,3,4,No,No,No,No,Yes,No,Never,Yes,Yes,Yes,1,No,No,No,No,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 1 inch and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has something to do with what happens to her personally.",155
Female,1984,June,Hispanic,White,137.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",4,3,No,No,No,No,No,Yes,Never,Yes,Yes,Yes,1,Yes,No,Yes,Yes,The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is an 18-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs between 125 and 149 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 4 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her biological dad in a household of size 3, in an urban area. She considers that God has nothing to do with what happens to her personally.",163
Male,1980,April,Hispanic,White,159.0,Never married not cohabiting,GED,"Not enrolled, GED",2,4,No,No,No,No,Yes,No,Sometimes,Yes,No,Yes,2,No,Yes,No,No,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 2 times and has been convicted. He is 5 feet 11 inches and weighs 159 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
Male,1980,June,Hispanic,White,162.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,5,No,No,No,No,No,Yes,Sometimes,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs between 150 and 174 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",185
Female,1983,January,Hispanic,American Indian or Aleut,155.0,Never married not cohabiting,GED,"Not enrolled, GED",1,2,No,No,No,No,Yes,No,Never,No,No,No,2,No,No,No,No,The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted.,"The person is a 19-year-old female who identifies herself as Hispanic. She has been arrested 2 times but has not been convicted. She is 5 feet 4 inches and weighs 155 lbs. She has never been married and is currently living alone. She has a GED certificate and is not enrolled in college. She has held 1 job during the year. She has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 2, in an urban area. She considers that God has something to do with what happens to her personally.",163
Male,1983,January,Hispanic,Hispanic or Latino,224.0,Never married not cohabiting,GED,Enrolled in 2yr college,1,9,No,No,No,No,Yes,Yes,Never,No,No,No,1,No,No,No,No,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 224 lbs. He has never been married and is currently living alone. He has a GED certificate and is enrolled in a 2-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 9, in an urban area. He considers that God has nothing to do with what happens to him personally.",178
Female,1981,May,Non-Black Non-Hispanic,White,105.0,Never married cohabiting,HS Diploma,"Not enrolled, HS graduate",1,5,No,No,No,No,No,Yes,Never,Yes,No,Yes,9,No,Yes,No,No,The person is a 21-year-old female who identifies herself as White. She has been arrested 9 times and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 9 times and has been convicted. She is 5 feet 3 inches and weighs 105 lbs. She has never been married and is currently not living alone. She has a high school diploma and is not enrolled in college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has nothing to do with what happens to her personally.",160
Male,1984,January,Non-Black Non-Hispanic,Asian or Pacific Islander,130.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,3,No,No,No,No,No,Yes,Never,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,The person is an 18-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time and has been convicted.,"The person is an 18-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time and has been convicted. He is 5 feet 8 inches and weighs 130 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has nothing to do with what happens to him personally.",173
Male,1981,March,Non-Black Non-Hispanic,White,180.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,1,4,No,No,No,No,No,No,Never,No,No,No,1,No,No,No,No,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs 180 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",178
Female,1983,September,Non-Black Non-Hispanic,White,120.0,Never married not cohabiting,HS Diploma,Enrolled in 2yr college,3,5,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 1 time but has not been convicted. She is 5 feet 4 inches and weighs 120 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has something to do with what happens to her personally.",163
Male,1983,May,Non-Black Non-Hispanic,White,187.0,Never married not cohabiting,GED,"Not enrolled, GED",1,4,No,No,No,No,No,Yes,Sometimes,Yes,Yes,Yes,2,No,Yes,No,No,The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 5 feet 7 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological dad in a household of size 4, in an urban area. He considers that God has nothing to do with what happens to him personally.",170
Female,1982,January,Non-Black Non-Hispanic,White,110.0,Never married cohabiting,HS Diploma,Enrolled in 2yr college,3,4,No,No,No,No,No,Yes,Sometimes,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 20-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 1 inch and weighs 110 lbs. She has never been married and is currently not living alone. She has a high school diploma and is enrolled in a 2-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4, in an urban area. She considers that God has nothing to do with what happens to her personally.",155
Male,1981,November,Non-Black Non-Hispanic,White,144.0,Never married not cohabiting,GED,"Not enrolled, GED",3,4,No,Yes,No,No,Yes,No,Sometimes,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,The person is a 21-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 5 feet 11 inches and weighs 144 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",180
Female,1984,March,Mixed Race Non-Hispanic,White,162.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,5,No,No,No,Yes,No,Yes,Never,Yes,Yes,Yes,5,No,Yes,No,No,The person is an 18-year-old female who identifies herself as mixed race. She has been arrested 5 times and has been convicted.,"The person is an 18-year-old female who identifies herself as mixed race. She has been arrested 5 times and has been convicted. She is 5 feet 6 inches and weighs between 150 and 174 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, she lived with her adoptive parent(s) in a household of size 5, in a rural area. She considers that God has nothing to do with what happens to her personally.",168
Female,1980,October,Non-Black Non-Hispanic,White,130.0,Never married not cohabiting,Bachelor's degree,"Not enrolled, 4yr college graduate",3,5,No,No,No,No,No,No,Never,Yes,No,Yes,1,No,Yes,No,No,The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 22-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 5 inches and weighs 130 lbs. She has never been married and is currently living alone. She has completed a Bachelor's degree and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with both of her biological parents in a household of size 5, in a rural area. She considers that God has something to do with what happens to her personally.",165
Female,1983,October,Non-Black Non-Hispanic,White,135.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",3,2,No,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,2,No,No,No,No,The person is a 19-year-old female who identifies herself as White. She has been arrested 2 times but has not been convicted.,"The person is a 19-year-old female who identifies herself as White. She has been arrested 2 times but has not been convicted. She is 5 feet 6 inches and weighs 135 lbs. She has never been married and is currently living alone. She has a high school diploma and is not enrolled in college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 2, in a rural area. She considers that God has something to do with what happens to her personally.",168
Male,1982,January,Non-Black Non-Hispanic,White,190.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",0,5,No,No,No,No,No,Yes,Never,Yes,Yes,Yes,1,No,Yes,Yes,No,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs 190 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 5. He considers that God has nothing to do with what happens to him personally.",178
Male,1981,January,Non-Black Non-Hispanic,White,171.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",1,9,No,No,No,Yes,Yes,No,Never,No,No,No,1,Yes,Yes,No,Yes,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs 171 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 9. He considers that God has something to do with what happens to him personally.",178
Male,1982,February,Black,Black,237.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,5,No,No,Yes,No,No,No,Sometimes,Yes,No,Yes,1,No,No,No,No,The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as Black. He has been arrested 1 time but has not been convicted. He is 6 feet 1 inch and weighs between 225 and 249 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 5. He considers that God has something to do with what happens to him personally.",185
Male,1980,August,Non-Black Non-Hispanic,White,145.0,Never married not cohabiting,GED,"Not enrolled, GED",1,5,No,No,No,No,No,Yes,Usually,No,No,No,2,No,Yes,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 2 times and has been convicted. He is 6 feet 1 inch and weighs 145 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has not used any drugs in the past four years and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological dad in a household of size 5. He considers that God has nothing to do with what happens to him personally.",185
Male,1980,February,Non-Black Non-Hispanic,Asian or Pacific Islander,187.0,Never married not cohabiting,Bachelor's degree,"Not enrolled, 4yr college graduate",3,3,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,No,No,No,The person is a 22-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time but has not been convicted.,"The person is a 22-year-old male who identifies himself as Asian / Pacific Islander. He has been arrested 1 time but has not been convicted. He is 5 feet 10 inches and weighs between 175 and 199 lbs. He has never been married and is currently living alone. He has completed a Bachelor's degree and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",178
Female,1981,July,Non-Black Non-Hispanic,White,272.0,Never married not cohabiting,GED,Enrolled in 2yr college,1,5,Yes,No,Yes,Yes,No,Yes,Usually,Yes,Yes,Yes,2,No,Yes,Yes,No,The person is a 21-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 2 times and has been convicted. She is 5 feet 4 inches and weighs 272 lbs. She has never been married and is currently living alone. She has a GED certificate and is enrolled in a 2-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with her biological mother in a household of size 5. She considers that God has nothing to do with what happens to her personally.",163
Male,1980,April,Non-Black Non-Hispanic,White,237.0,Never married cohabiting,GED,"Not enrolled, GED",1,4,No,No,No,No,Yes,No,Never,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs between 225 and 249 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in an urban area. He considers that God has something to do with what happens to him personally.",180
Female,1981,August,Hispanic,White,130.0,Never married cohabiting,GED,"Not enrolled, GED",0,5,No,No,No,No,Yes,Yes,Never,Yes,No,Yes,1,No,No,No,No,The person is a 21-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted.,"The person is a 21-year-old female who identifies herself as Hispanic. She has been arrested 1 time but has not been convicted. She is 4 feet 11 inches and weighs 130 lbs. She has never been married and is currently not living alone. She has a GED certificate and is not enrolled in college. She has held no jobs during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived with her biological mother in a household of size 5, in an urban area. She considers that God has nothing to do with what happens to her personally.",150
Male,1983,August,Non-Black Non-Hispanic,White,160.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,5,No,No,No,No,No,No,Sometimes,Yes,No,Yes,1,Yes,No,Yes,Yes,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 2 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 5, in an urban area. He considers that God has something to do with what happens to him personally.",188
Male,1983,January,Hispanic,White,230.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",3,5,No,No,No,No,No,No,Never,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as Hispanic. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 230 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 5. He considers that God has something to do with what happens to him personally.",180
Male,1981,February,Non-Black Non-Hispanic,White,210.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",3,4,No,No,No,No,Yes,No,Sometimes,Yes,No,Yes,1,No,No,No,No,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 11 inches and weighs 210 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 3 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived in a household of size 4. He considers that God has something to do with what happens to him personally.",211
Male,1980,September,Non-Black Non-Hispanic,White,190.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,0,4,No,No,No,No,No,Yes,Never,Yes,Yes,Yes,2,Yes,No,No,Yes,The person is a 22-year-old male who identifies himself as White. He has been arrested 2 times but has not been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 2 times but has not been convicted. He is 5 feet 9 inches and weighs 190 lbs. He has never been married and is currently living alone. He has a high school diploma and is enrolled in a 4-year college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has nothing to do with what happens to him personally.",175
Male,1983,July,Non-Black Non-Hispanic,White,260.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",5,3,No,No,No,Yes,Yes,No,Usually,Yes,Yes,Yes,1,No,Yes,No,No,The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 6 feet 2 inches and weighs 260 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 5 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and most of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological mother in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",188
Female,1981,August,Non-Black Non-Hispanic,White,163.0,Never married not cohabiting,Associate/Junior College,Enrolled in 2yr college,1,4,No,No,No,No,Yes,No,Never,Yes,No,Yes,1,No,Yes,Yes,No,The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is a 21-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 6 feet 1 inch and weighs 163 lbs. She has never been married and is currently living alone. She has completed study at an associate/junior college and is enrolled in a 2-year college. She has held 1 job during the year. She has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, she lived in a household of size 4. She considers that God has something to do with what happens to her personally.",185
Male,1982,December,Non-Black Non-Hispanic,White,130.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,Yes,No,Sometimes,Yes,No,Yes,1,No,Yes,No,No,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 6 inches and weighs 130 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his biological dad in a household of size 3, in an urban area. He considers that God has something to do with what happens to him personally.",168
Male,1980,September,Non-Black Non-Hispanic,White,220.0,Never married not cohabiting,HS Diploma,"Not enrolled, HS graduate",2,3,No,No,No,No,No,Yes,Never,No,No,No,1,No,Yes,No,No,The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 10 inches and weighs 220 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 2 jobs during the year. He has not used any drugs in the past four years and has not felt depressed over the past month. At a young age, he lived with his biological mother in a household of size 3. He considers that God has nothing to do with what happens to him personally.",178
Male,1982,March,Non-Black Non-Hispanic,White,146.0,Never married not cohabiting,GED,"Not enrolled, GED",1,6,No,No,No,No,No,No,Sometimes,Yes,No,Yes,1,No,Yes,No,No,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time and has been convicted. He is 5 feet 11 inches and weighs 146 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 1 job during the year. He has used drugs in the past four years (marijuana) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with his foster parent(s) in a household of size 6, in an urban area. He considers that God has something to do with what happens to him personally.",180
Male,1982,January,Non-Black Non-Hispanic,White,140.0,Never married cohabiting,GED,"Not enrolled, GED",2,4,No,No,No,No,No,No,Never,Yes,No,Yes,1,Yes,No,Yes,Yes,The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 20-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 5 feet 9 inches and weighs 140 lbs. He has never been married and is currently not living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana) and has not felt depressed over the past month. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has something to do with what happens to him personally.",175
Male,1983,February,Non-Black Non-Hispanic,White,180.0,Never married not cohabiting,HS Diploma,"Not enrolled, some college",7,5,No,No,No,No,No,Yes,Sometimes,Yes,Yes,Yes,3,No,Yes,Yes,No,The person is a 19-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted.,"The person is a 19-year-old male who identifies himself as White. He has been arrested 3 times and has been convicted. He is 6 feet 0 inches and weighs 180 lbs. He has never been married and is currently living alone. He has a high school diploma and is not enrolled in college. He has held 7 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 5, in an urban area. He considers that God has nothing to do with what happens to him personally.",183
Male,1981,September,Non-Black Non-Hispanic,White,160.0,Never married not cohabiting,GED,"Not enrolled, GED",2,4,No,No,No,No,No,Yes,Sometimes,Yes,Yes,Yes,1,No,No,No,No,The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted.,"The person is a 21-year-old male who identifies himself as White. He has been arrested 1 time but has not been convicted. He is 6 feet 0 inches and weighs 160 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held 2 jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and some of the time during the past month he has felt so down in the dumps that nothing could cheer him up. At a young age, he lived with both of his biological parents in a household of size 4, in a rural area. He considers that God has nothing to do with what happens to him personally.",183
Female,1984,March,Non-Black Non-Hispanic,White,106.0,Never married not cohabiting,HS Diploma,Enrolled in 4yr college,3,4,No,No,No,No,Yes,Unknown2,Sometimes,Yes,No,Yes,1,No,Yes,No,No,The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted.,"The person is an 18-year-old female who identifies herself as White. She has been arrested 1 time and has been convicted. She is 5 feet 2 inches and weighs 106 lbs. She has never been married and is currently living alone. She has a high school diploma and is enrolled in a 4-year college. She has held 3 jobs during the year. She has used drugs in the past four years (marijuana) and some of the time during the past month she has felt so down in the dumps that nothing could cheer her up. At a young age, she lived with both of her biological parents in a household of size 4, in a rural area.",157
Male,1980,August,Non-Black Non-Hispanic,White,170.0,Never married not cohabiting,GED,"Not enrolled, GED",0,2,Yes,No,No,Yes,No,Yes,Never,Yes,Yes,Yes,6,Yes,Yes,Yes,Yes,The person is a 22-year-old male who identifies himself as White. He has been arrested 6 times and has been convicted.,"The person is a 22-year-old male who identifies himself as White. He has been arrested 6 times and has been convicted. He is 5 feet 10 inches and weighs 170 lbs. He has never been married and is currently living alone. He has a GED certificate and is not enrolled in college. He has held no jobs during the year. He has used drugs in the past four years (marijuana and cocaine) and has not felt depressed over the past month. At a young age, he lived with adults other than biological, foster or adoptive parents in a household of size 2, in a rural area. He considers that God has nothing to do with what happens to him personally.",178
