sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,target,text_summary
male,"never married, not cohabiting",3,2,"biological mother, other parent present",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 2 and lived with their biological mother, other parent present at age 12."
male,"never married, not cohabiting",2,8,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 8 and lived with their both biological parents at age 12."
male,"never married, cohabiting",2,4,both biological parents,0,"The person is a male who is never married, cohabiting and has held 2 jobs with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",2,2,"biological dad, marital status unknown",1,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 2 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",1,5,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",0,6,Unknown,0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 6."
male,"never married, not cohabiting",4,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their both biological parents at age 12."
female,"married, spouse present",1,5,both biological parents,0,"The person is a female who is married, spouse present and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,5,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,3,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their both biological parents at age 12."
female,"divorced, not cohabiting",2,3,"biological mother, marital status unknown",0,"The person is a female who is divorced, not cohabiting and has held 2 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",4,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",4,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, cohabiting",2,4,"biological mother, marital status unknown",1,"The person is a male who is never married, cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",4,4,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 4 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, cohabiting",1,3,"biological mother, marital status unknown",0,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",3,3,"biological mother, marital status unknown",1,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,4,"other adults, biological parent status unknown, not group quarters",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their other adults, biological parent status unknown, not group quarters at age 12."
male,"never married, cohabiting",3,5,both biological parents,0,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 5 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",3,4,both biological parents,0,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",3,3,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, cohabiting",1,4,both biological parents,0,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",3,4,both biological parents,0,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,4,Unknown,1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4."
male,"never married, not cohabiting",3,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their both biological parents at age 12."
female,"married, spouse present",1,6,"other adults, biological parent status unknown, not group quarters",1,"The person is a female who is married, spouse present and has held 1 jobs with a household size of 6 and lived with their other adults, biological parent status unknown, not group quarters at age 12."
female,"married, spouse present",1,3,Unknown,0,"The person is a female who is married, spouse present and has held 1 jobs with a household size of 3."
male,"never married, not cohabiting",4,5,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",3,3,"biological mother, other parent present",1,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 3 and lived with their biological mother, other parent present at age 12."
male,"never married, cohabiting",1,3,Unknown,0,"The person is a male who is never married, cohabiting and has held 1 jobs with a household size of 3."
female,"never married, cohabiting",3,5,Unknown,0,"The person is a female who is never married, cohabiting and has held 3 jobs with a household size of 5."
female,"never married, not cohabiting",2,4,"biological father, other parent present",0,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological father, other parent present at age 12."
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, cohabiting",1,3,both biological parents,0,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 3 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",4,3,"biological dad, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 3 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",6,6,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 6 jobs with a household size of 6 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",2,6,"biological mother, marital status unknown",1,"The person is a male who is never married, cohabiting and has held 2 jobs with a household size of 6 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",4,4,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",0,4,"biological mother, marital status unknown",1,"The person is a male who is never married, cohabiting and is currently unemployed with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, cohabiting",7,5,"biological mother, marital status unknown",0,"The person is a female who is never married, cohabiting and has held 7 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,6,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 6 and lived with their both biological parents at age 12."
male,"never married, cohabiting",0,5,"biological mother, marital status unknown",0,"The person is a male who is never married, cohabiting and is currently unemployed with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
female,"married, spouse present",1,5,"biological mother, marital status unknown",0,"The person is a female who is married, spouse present and has held 1 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",0,5,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",0,5,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",2,3,both biological parents,0,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 3 and lived with their both biological parents at age 12."
male,"never married, cohabiting",3,4,both biological parents,0,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"married, spouse present",0,4,both biological parents,0,"The person is a male who is married, spouse present and is currently unemployed with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",3,3,"biological mother, other parent present",0,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 3 and lived with their biological mother, other parent present at age 12."
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 2 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",2,6,Unknown,0,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 6."
male,"never married, not cohabiting",1,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"divorced, not cohabiting",3,5,both biological parents,0,"The person is a male who is divorced, not cohabiting and has held 3 jobs with a household size of 5 and lived with their both biological parents at age 12."
female,"never married, cohabiting",2,2,"biological mother, marital status unknown",1,"The person is a female who is never married, cohabiting and has held 2 jobs with a household size of 2 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,3,Unknown,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3."
female,"married, spouse present",1,6,both biological parents,0,"The person is a female who is married, spouse present and has held 1 jobs with a household size of 6 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",0,4,both biological parents,0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, cohabiting",1,3,adoptive parent(s),0,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 3 and lived with their adoptive parent(s) at age 12."
male,"never married, not cohabiting",5,4,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 5 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"married, spouse present",2,3,both biological parents,0,"The person is a male who is married, spouse present and has held 2 jobs with a household size of 3 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",1,9,Unknown,0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 9."
male,"married, spouse present",3,8,both biological parents,0,"The person is a male who is married, spouse present and has held 3 jobs with a household size of 8 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,3,Unknown,1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3."
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, cohabiting",1,6,"other adults, biological parent status unknown, not group quarters",1,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 6 and lived with their other adults, biological parent status unknown, not group quarters at age 12."
male,"never married, not cohabiting",2,3,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",0,5,both biological parents,1,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, cohabiting",1,3,"biological mother, marital status unknown",0,"The person is a male who is never married, cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"married, spouse present",3,3,"biological mother, marital status unknown",0,"The person is a male who is married, spouse present and has held 3 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",3,4,both biological parents,0,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,6,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 6 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",0,4,both biological parents,0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",3,4,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",0,2,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 2 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,5,"biological mother, other parent present",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their biological mother, other parent present at age 12."
male,"never married, not cohabiting",1,6,"biological mother, other parent present",1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 6 and lived with their biological mother, other parent present at age 12."
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",0,8,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 8 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",3,5,"biological mother, marital status unknown",1,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,7,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 7 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,7,Unknown,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 7."
male,"never married, not cohabiting",1,7,Unknown,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 7."
male,"never married, not cohabiting",0,7,Unknown,0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 7."
male,"never married, not cohabiting",0,7,Unknown,0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 7."
male,"never married, not cohabiting",0,8,both biological parents,1,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 8 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",5,4,Unknown,0,"The person is a male who is never married, not cohabiting and has held 5 jobs with a household size of 4."
male,"never married, not cohabiting",3,4,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",6,5,"other adults, biological parent status unknown, not group quarters",1,"The person is a female who is never married, not cohabiting and has held 6 jobs with a household size of 5 and lived with their other adults, biological parent status unknown, not group quarters at age 12."
female,"never married, cohabiting",4,3,"biological mother, marital status unknown",0,"The person is a female who is never married, cohabiting and has held 4 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 7 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"married, spouse present",2,3,anything else,0,"The person is a male who is married, spouse present and has held 2 jobs with a household size of 3 and lived with their anything else at age 12."
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",3,3,"other adults, biological parent status unknown, not group quarters",0,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 3 and lived with their other adults, biological parent status unknown, not group quarters at age 12."
female,"never married, not cohabiting",0,9,both biological parents,0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 9 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",0,4,"biological dad, marital status unknown",0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 4 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 2 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",0,6,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 6 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",2,4,both biological parents,0,"The person is a male who is never married, cohabiting and has held 2 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,6,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 6 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"married, spouse present",3,6,"biological mother, marital status unknown",0,"The person is a female who is married, spouse present and has held 3 jobs with a household size of 6 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 5 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",2,5,Unknown,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 5."
male,"never married, not cohabiting",0,5,Unknown,0,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 5."
male,"never married, not cohabiting",3,7,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 7 and lived with their both biological parents at age 12."
female,"never married, cohabiting",1,5,both biological parents,0,"The person is a female who is never married, cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,7,"biological dad, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 7 and lived with their biological dad, marital status unknown at age 12."
female,"never married, not cohabiting",1,6,Unknown,0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 6."
male,"married, spouse present",4,5,"biological dad, marital status unknown",0,"The person is a male who is married, spouse present and has held 4 jobs with a household size of 5 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",1,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,3,Unknown,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3."
male,"never married, not cohabiting",2,5,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,2,Unknown,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 2."
female,"married, spouse present",1,4,"biological mother, marital status unknown",0,"The person is a female who is married, spouse present and has held 1 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",3,4,"biological mother, marital status unknown",0,"The person is a male who is never married, cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",1,4,both biological parents,0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,2,"biological dad, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 2 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",2,3,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 3 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",3,4,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",1,4,"biological mother, marital status unknown",1,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"separated, not cohabiting",0,9,"other adults, biological parent status unknown, not group quarters",1,"The person is a female who is separated, not cohabiting and is currently unemployed with a household size of 9 and lived with their other adults, biological parent status unknown, not group quarters at age 12."
male,"never married, not cohabiting",4,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 4 jobs with a household size of 5 and lived with their both biological parents at age 12."
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and is currently unemployed with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",3,6,"biological mother, marital status unknown",1,"The person is a female who is never married, not cohabiting and has held 3 jobs with a household size of 6 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",1,3,"biological mother, marital status unknown",0,"The person is a female who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",2,7,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 2 jobs with a household size of 7 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,7,Unknown,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 7."
female,"married, spouse present",2,3,"biological dad, marital status unknown",0,"The person is a female who is married, spouse present and has held 2 jobs with a household size of 3 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,"biological dad, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",3,5,both biological parents,0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,5,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",0,4,both biological parents,1,"The person is a male who is never married, not cohabiting and is currently unemployed with a household size of 4 and lived with their both biological parents at age 12."
female,"never married, cohabiting",4,2,"biological mother, marital status unknown",0,"The person is a female who is never married, cohabiting and has held 4 jobs with a household size of 2 and lived with their biological mother, marital status unknown at age 12."
male,"never married, cohabiting",2,4,"biological mother, marital status unknown",0,"The person is a male who is never married, cohabiting and has held 2 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",3,4,"biological dad, marital status unknown",1,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 4 and lived with their biological dad, marital status unknown at age 12."
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
female,"never married, not cohabiting",2,5,both biological parents,0,"The person is a female who is never married, not cohabiting and has held 2 jobs with a household size of 5 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",1,4,both biological parents,1,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their both biological parents at age 12."
male,"never married, not cohabiting",3,3,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 3 jobs with a household size of 3 and lived with their biological mother, marital status unknown at age 12."
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",0,"The person is a male who is never married, not cohabiting and has held 1 jobs with a household size of 4 and lived with their biological mother, marital status unknown at age 12."
female,"married, spouse present",2,3,"biological mother, other parent present",0,"The person is a female who is married, spouse present and has held 2 jobs with a household size of 3 and lived with their biological mother, other parent present at age 12."
